,연면적-철근·철골조[㎡],연면적-조적조[㎡],연면적-목조[㎡],연면적-기타(자재별)[㎡],연면적-주거용[㎡],연면적-상업용[㎡],연면적-공업용[㎡],연면적-교육및사회용[㎡],연면적-기타(용도별)[㎡],연면적-자재별[㎡],연면적-용도별[㎡],동수-철근·철골조[동수],동수-조적조[동수],동수-목조[동수],동수-기타(자재별)[동수],동수-주거용[동수],동수-상업용[동수],동수-공업용[동수],동수-교육및사회용[동수],동수-기타(용도별)[동수],동수-자재별[동수],동수-용도별[동수]
2019-07-01,8805351.0,16206.0,89309.0,25691.0,2684613.0,2334068.0,1340101.0,617571.0,1960204.0,8936557.0,8936557.0,15650.0,462.0,976.0,380.0,5996.0,4110.0,1248.0,528.0,5586.0,17468.0,17468.0
2019-08-01,7883209.0,17734.0,74346.0,21900.0,2665797.0,1740432.0,1226640.0,307081.0,2057239.0,7997189.0,7997189.0,13900.0,377.0,826.0,282.0,4940.0,3607.0,1057.0,399.0,5382.0,15385.0,15385.0
2019-09-01,6731474.0,14990.0,62375.0,22292.0,1553559.0,2001135.0,1063703.0,443635.0,1769099.0,6831131.0,6831131.0,13540.0,347.0,724.0,313.0,4523.0,3456.0,1003.0,514.0,5428.0,14924.0,14924.0
2019-10-01,10312413.0,13595.0,80895.0,139051.0,3133944.0,2474000.0,1141982.0,654888.0,3141140.0,10545954.0,10545954.0,16862.0,431.0,894.0,454.0,5712.0,4423.0,1293.0,527.0,6686.0,18641.0,18641.0
2019-11-01,9679584.0,16032.0,80450.0,18329.0,2843033.0,2355142.0,1482247.0,559702.0,2554271.0,9794395.0,9794395.0,15522.0,412.0,902.0,336.0,5054.0,4224.0,1250.0,550.0,6094.0,17172.0,17172.0
2019-12-01,8028662.0,18024.0,63552.0,27504.0,1850218.0,2262057.0,1146480.0,490240.0,2388747.0,8137742.0,8137742.0,13080.0,301.0,689.0,415.0,4316.0,3583.0,931.0,481.0,5174.0,14485.0,14485.0
2020-01-01,6188425.0,12084.0,44997.0,12085.0,1593344.0,1821887.0,717548.0,555113.0,1569699.0,6257591.0,6257591.0,9688.0,197.0,494.0,248.0,3157.0,2631.0,767.0,350.0,3722.0,10627.0,10627.0
2020-02-01,7727678.0,16115.0,58119.0,13412.0,2048422.0,1612003.0,890331.0,526306.0,2738262.0,7815324.0,7815324.0,11282.0,272.0,585.0,258.0,3925.0,3177.0,845.0,402.0,4048.0,12397.0,12397.0
2020-03-01,11956820.0,16117.0,79636.0,248175.0,3311909.0,3895442.0,1634466.0,499500.0,2959431.0,12300748.0,12300748.0,16027.0,353.0,907.0,417.0,6119.0,4419.0,1282.0,421.0,5463.0,17704.0,17704.0
2020-04-01,10464342.0,17012.0,93381.0,81194.0,3508916.0,2550887.0,1324397.0,877222.0,2394507.0,10655929.0,10655929.0,15622.0,314.0,956.0,355.0,6055.0,4245.0,1177.0,550.0,5220.0,17247.0,17247.0
2020-05-01,10982953.0,16363.0,76876.0,79885.0,3731786.0,3555192.0,862587.0,612608.0,2393904.0,11156077.0,11156077.0,14573.0,305.0,868.0,376.0,5788.0,4016.0,1117.0,430.0,4771.0,16122.0,16122.0
2020-06-01,10243587.0,11684.0,84403.0,38660.0,3542850.0,2764685.0,1104429.0,512031.0,2454339.0,10378334.0,10378334.0,15832.0,303.0,977.0,438.0,6514.0,4552.0,1215.0,574.0,4695.0,17550.0,17550.0
2020-07-01,10647509.0,11376.0,68959.0,14960.0,3887264.0,2281864.0,1428120.0,530913.0,2614643.0,10742804.0,10742804.0,14525.0,312.0,776.0,308.0,5714.0,4134.0,1188.0,501.0,4384.0,15921.0,15921.0
2020-08-01,8590643.0,4943.0,64840.0,12484.0,2726009.0,1928606.0,1420360.0,363219.0,2234716.0,8672910.0,8672910.0,12271.0,250.0,724.0,330.0,5158.0,3422.0,1277.0,437.0,3281.0,13575.0,13575.0
2020-09-01,10760779.0,15094.0,101764.0,26461.0,3743799.0,2888521.0,1277785.0,527123.0,2466870.0,10904098.0,10904098.0,15173.0,368.0,1005.0,360.0,6221.0,4583.0,1364.0,478.0,4260.0,16906.0,16906.0
2020-10-01,9178907.0,16487.0,85803.0,39128.0,3279774.0,2402944.0,1250233.0,459896.0,1927478.0,9320325.0,9320325.0,14513.0,344.0,908.0,315.0,6004.0,4295.0,1201.0,531.0,4049.0,16080.0,16080.0
2020-11-01,12299768.0,12485.0,93084.0,26523.0,3814695.0,3383591.0,1715891.0,915248.0,2602435.0,12431860.0,12431860.0,14979.0,309.0,1040.0,381.0,6010.0,4541.0,1315.0,501.0,4342.0,16709.0,16709.0
2020-12-01,12842483.0,12602.0,78201.0,130454.0,5071607.0,2799017.0,1556870.0,550184.0,3086062.0,13063740.0,13063740.0,13315.0,263.0,862.0,362.0,5419.0,4057.0,1188.0,583.0,3555.0,14802.0,14802.0
2021-01-01,7562192.0,8786.0,47444.0,22376.0,2896893.0,1875366.0,977904.0,359106.0,1531529.0,7640798.0,7640798.0,9363.0,166.0,549.0,229.0,3430.0,2835.0,805.0,434.0,2803.0,10307.0,10307.0
2021-02-01,10170032.0,8577.0,66864.0,36167.0,3846089.0,2199042.0,915240.0,494892.0,2826377.0,10281640.0,10281640.0,10137.0,155.0,679.0,202.0,4021.0,3184.0,911.0,287.0,2770.0,11173.0,11173.0
