,총수주액[백만원],공공부문[백만원],중앙정부[백만원],지방자치단체[백만원],공기업[백만원],기타공공단체[백만원],민간부문[백만원],제조업[백만원],비제조업[백만원],국내외국기관[백만원],민자[백만원],건축[백만원],주택[백만원],사무실 및 점포[백만원],공장 및 창고[백만원],관공서[백만원],기타[백만원],토목[백만원],치산 및 치수[백만원],농림 및 수산[백만원],도로 및 교량[백만원],항만 및 공항[백만원],철도 및 궤도[백만원],상하수도[백만원],발전 및 송전[백만원],토지조성[백만원],댐[백만원],기계설치[백만원],기타[백만원],조경공사[백만원]
1991-05-01,2355272.0,1012835.0,142170.0,290538.0,545115.0,35012.0,1339060.0,193742.0,1145318.0,3377.0,,1574351.0,892602.0,362383.0,150065.0,105585.0,63716.0,780921.0,7240.0,12506.0,412101.0,20620.0,23764.0,25583.0,74250.0,137614.0,0.0,39480.0,27763.0,
1991-06-01,2684324.0,1063638.0,160865.0,245333.0,625890.0,31550.0,1619816.0,181219.0,1438597.0,870.0,,1934378.0,1350461.0,184222.0,278398.0,77046.0,44251.0,749946.0,5279.0,4021.0,301496.0,23494.0,99350.0,22172.0,33729.0,131801.0,241.0,109599.0,18764.0,
1991-07-01,2658175.0,1157184.0,209448.0,246157.0,671831.0,29748.0,1500857.0,194587.0,1306270.0,134.0,,1630727.0,1011165.0,344425.0,143572.0,51962.0,79603.0,1027448.0,2419.0,10942.0,196426.0,56920.0,163770.0,62922.0,408335.0,60624.0,0.0,50092.0,14998.0,
1991-08-01,1532148.0,605016.0,45751.0,130408.0,355958.0,72899.0,926008.0,212714.0,713294.0,1124.0,,1068875.0,554451.0,262221.0,134010.0,92329.0,25864.0,463273.0,6149.0,4876.0,33762.0,68991.0,6139.0,45513.0,56467.0,127941.0,0.0,81086.0,32349.0,
1991-09-01,2239113.0,863278.0,88399.0,170751.0,559930.0,44198.0,1371352.0,179100.0,1192252.0,4483.0,,1420996.0,884360.0,302932.0,138243.0,82385.0,13076.0,818117.0,1181.0,6223.0,320485.0,23907.0,67339.0,59206.0,81061.0,202032.0,0.0,39738.0,16945.0,
1991-10-01,2719082.0,1182069.0,501266.0,260509.0,395056.0,25238.0,1536619.0,205474.0,1331145.0,394.0,,1707527.0,1248972.0,208113.0,92458.0,89282.0,68702.0,1011555.0,4913.0,31397.0,210969.0,449090.0,41868.0,8755.0,27486.0,58428.0,50526.0,109772.0,18351.0,
1991-11-01,1692255.0,930951.0,139079.0,318799.0,384058.0,89015.0,761288.0,195307.0,565981.0,16.0,,909284.0,402803.0,230140.0,144550.0,85638.0,46153.0,782971.0,13281.0,92008.0,270223.0,24996.0,117461.0,108164.0,8630.0,71358.0,92.0,48788.0,27970.0,
1991-12-01,4167108.0,2730962.0,421033.0,993496.0,1151548.0,164885.0,1436146.0,288213.0,1147933.0,,,2278599.0,1297534.0,511958.0,169104.0,193037.0,106966.0,1888509.0,37185.0,72197.0,763128.0,89804.0,191608.0,253468.0,48478.0,284596.0,1025.0,51250.0,95770.0,
1992-01-01,1233015.0,482536.0,205602.0,132122.0,137019.0,7793.0,750479.0,139510.0,610969.0,,,974536.0,452217.0,156548.0,120631.0,43766.0,201374.0,258479.0,334.0,11225.0,141888.0,2265.0,20901.0,2568.0,5939.0,25689.0,0.0,4860.0,42810.0,
1992-02-01,1358313.0,390459.0,54921.0,106835.0,204323.0,24380.0,967854.0,120587.0,847267.0,,,1051625.0,453794.0,448514.0,92099.0,50593.0,6625.0,306688.0,460.0,6589.0,165376.0,14085.0,38795.0,13478.0,15433.0,14310.0,0.0,24742.0,13420.0,
1992-03-01,2098134.0,796785.0,114948.0,301082.0,301602.0,79153.0,1301224.0,303964.0,997260.0,125.0,,1482378.0,997446.0,163017.0,248889.0,58833.0,14193.0,615756.0,11746.0,58724.0,257049.0,24149.0,2801.0,81313.0,20406.0,53739.0,8301.0,10049.0,87479.0,
1992-04-01,2125691.0,947386.0,149037.0,304470.0,450118.0,43761.0,1178305.0,190428.0,987877.0,,,1392241.0,955130.0,214921.0,90928.0,98605.0,32657.0,733450.0,22866.0,84948.0,298742.0,28465.0,60650.0,61328.0,30763.0,126585.0,0.0,12003.0,7100.0,
1992-05-01,3352778.0,1744397.0,204651.0,345695.0,1151329.0,42722.0,1608109.0,227947.0,1380162.0,272.0,,1722490.0,1171511.0,276860.0,99459.0,86991.0,87669.0,1630288.0,13530.0,583557.0,558653.0,87991.0,45506.0,36957.0,18104.0,177354.0,0.0,14167.0,94469.0,
1992-06-01,2520773.0,984970.0,292206.0,290059.0,348853.0,53852.0,1535355.0,186441.0,1348914.0,448.0,,1732662.0,1200778.0,222579.0,158254.0,86627.0,64424.0,788111.0,1073.0,1136.0,142504.0,12155.0,339243.0,129585.0,17932.0,66072.0,11768.0,26704.0,39939.0,
1992-07-01,2449690.0,1096082.0,245658.0,237052.0,442932.0,170440.0,1353608.0,234748.0,1118860.0,,,1538253.0,1037116.0,182127.0,162288.0,58053.0,98669.0,911437.0,3047.0,20412.0,187769.0,23848.0,172662.0,72909.0,29294.0,259308.0,94.0,36453.0,105641.0,
1992-08-01,1501859.0,637839.0,244649.0,165009.0,93541.0,134640.0,864020.0,272541.0,591479.0,,,978353.0,533412.0,126939.0,220174.0,77796.0,20032.0,523506.0,129.0,11635.0,197568.0,55683.0,122354.0,14454.0,20390.0,56210.0,0.0,39482.0,5601.0,
1992-09-01,2006631.0,1090039.0,263248.0,344290.0,206256.0,276245.0,915308.0,173862.0,741446.0,1284.0,,1185908.0,843514.0,50653.0,135160.0,59241.0,97340.0,820723.0,1160.0,6315.0,221771.0,13059.0,49148.0,150030.0,4166.0,260687.0,95496.0,13129.0,5762.0,
1992-10-01,2109661.0,1153907.0,294789.0,175550.0,454032.0,229536.0,953802.0,257226.0,696576.0,1952.0,,1111329.0,508196.0,279183.0,117636.0,153709.0,52605.0,998332.0,2439.0,10945.0,196522.0,175231.0,79308.0,186393.0,75677.0,23398.0,15302.0,105710.0,127407.0,
1992-11-01,2724169.0,1184398.0,315130.0,294006.0,405048.0,170214.0,1539156.0,217818.0,1321338.0,615.0,,1808428.0,1087811.0,420091.0,156429.0,96563.0,47534.0,915741.0,1301.0,44042.0,399009.0,27002.0,74422.0,131667.0,71885.0,108154.0,0.0,43346.0,14913.0,
1992-12-01,4380305.0,2961723.0,788915.0,1147009.0,892074.0,133725.0,1418582.0,226966.0,1191616.0,,,2175925.0,1016983.0,505401.0,144544.0,297504.0,211493.0,2204380.0,5891.0,73176.0,781362.0,38917.0,304725.0,499335.0,97864.0,267573.0,8182.0,86531.0,40824.0,
1993-01-01,1025779.0,281298.0,545.0,181216.0,84275.0,15262.0,744481.0,82345.0,662136.0,,,748231.0,368129.0,188469.0,44226.0,146405.0,1002.0,277548.0,0.0,23907.0,30029.0,3176.0,210.0,104108.0,16348.0,48713.0,0.0,5960.0,45097.0,
1993-02-01,1251427.0,281819.0,34973.0,103734.0,120603.0,22509.0,969608.0,100988.0,868620.0,,,1067987.0,683702.0,282297.0,54783.0,24195.0,23010.0,183440.0,108.0,5167.0,26029.0,14745.0,22756.0,79582.0,3565.0,5027.0,0.0,12195.0,14266.0,
1993-03-01,2657624.0,990895.0,278116.0,332232.0,291985.0,88562.0,1666729.0,239750.0,1426979.0,,,1757222.0,928036.0,571326.0,160335.0,73681.0,23844.0,900402.0,8152.0,54165.0,420060.0,45409.0,100070.0,51529.0,58399.0,108687.0,2689.0,24335.0,26907.0,
1993-04-01,2513096.0,841179.0,130350.0,415467.0,235649.0,59713.0,1671917.0,128862.0,1543055.0,,,1882376.0,1031975.0,542593.0,68584.0,154202.0,85022.0,630720.0,17966.0,16699.0,213266.0,33227.0,158875.0,43511.0,84787.0,40586.0,0.0,9169.0,12634.0,
1993-05-01,2372363.0,822018.0,162937.0,211375.0,373730.0,73976.0,1547432.0,261981.0,1285451.0,2913.0,,1774759.0,1051735.0,331434.0,151468.0,195478.0,44644.0,597604.0,28028.0,4851.0,106343.0,92221.0,170910.0,40966.0,29353.0,105717.0,0.0,18156.0,1059.0,
1993-06-01,2800406.0,894598.0,88911.0,177264.0,581340.0,47083.0,1903955.0,272197.0,1631758.0,1853.0,,2125299.0,1581446.0,248440.0,183468.0,72323.0,39622.0,675107.0,80675.0,4255.0,78897.0,64035.0,17979.0,21223.0,105037.0,19005.0,1104.0,255213.0,27684.0,
1993-07-01,2389368.0,993450.0,289858.0,259595.0,363755.0,80242.0,1395015.0,105746.0,1289269.0,903.0,,1985464.0,1132475.0,411337.0,84494.0,349027.0,8131.0,403904.0,3037.0,889.0,189225.0,8035.0,27325.0,43912.0,22174.0,71308.0,0.0,14943.0,23056.0,
1993-08-01,2312599.0,596948.0,241376.0,114412.0,204201.0,36959.0,1715651.0,199557.0,1516094.0,,,1906610.0,1569887.0,144435.0,93362.0,64494.0,34432.0,405989.0,4388.0,7855.0,206433.0,48969.0,20145.0,50594.0,23111.0,24772.0,0.0,18949.0,773.0,
1993-09-01,2832204.0,1113618.0,168053.0,283549.0,623319.0,38697.0,1713713.0,277791.0,1435922.0,4873.0,,1802656.0,1242251.0,203345.0,219354.0,132314.0,5392.0,1029548.0,5804.0,11941.0,180142.0,26219.0,114727.0,48437.0,462130.0,151463.0,0.0,15180.0,13505.0,
1993-10-01,2227248.0,762364.0,60332.0,343841.0,334038.0,24153.0,1463977.0,206102.0,1257875.0,907.0,,1582103.0,1097667.0,205595.0,162749.0,52878.0,63214.0,645145.0,1196.0,5603.0,51682.0,34260.0,12505.0,165439.0,6812.0,347632.0,280.0,18466.0,1270.0,
1993-11-01,4061547.0,1368253.0,34035.0,688622.0,567592.0,78004.0,2693062.0,154161.0,2538901.0,232.0,,2853282.0,2391818.0,249313.0,66159.0,91506.0,54486.0,1208265.0,4463.0,41791.0,486443.0,28712.0,478001.0,31890.0,14889.0,52373.0,14451.0,42956.0,12296.0,
1993-12-01,6802819.0,3805694.0,750724.0,1683327.0,1189750.0,181893.0,2988976.0,582742.0,2406234.0,8149.0,,3956668.0,2068411.0,801368.0,464946.0,353301.0,268642.0,2846151.0,10029.0,67205.0,1155590.0,146804.0,587374.0,290477.0,173024.0,204575.0,10700.0,95008.0,105365.0,
1994-01-01,1772712.0,226670.0,10040.0,139047.0,55023.0,22560.0,1546042.0,258391.0,1287651.0,,,1534619.0,1107895.0,121299.0,176620.0,94071.0,34734.0,238093.0,686.0,0.0,51095.0,9339.0,1791.0,67061.0,27073.0,8176.0,0.0,65873.0,6999.0,
1994-02-01,1483955.0,298008.0,77438.0,119219.0,99961.0,1390.0,1184094.0,243737.0,940357.0,1853.0,,1225162.0,613082.0,251869.0,162552.0,118317.0,79342.0,258793.0,1079.0,15017.0,62189.0,27870.0,28534.0,1161.0,13291.0,101845.0,0.0,8385.0,-578.0,
1994-03-01,2629082.0,699798.0,61843.0,232918.0,310572.0,94465.0,1929284.0,394734.0,1534550.0,,,2050288.0,1194283.0,296941.0,413623.0,85487.0,59954.0,578794.0,1094.0,12809.0,107950.0,21608.0,82667.0,21197.0,181630.0,78869.0,6930.0,34928.0,29112.0,
1994-04-01,2744518.0,969465.0,214980.0,365097.0,344378.0,45010.0,1775053.0,223028.0,1552025.0,,,1936919.0,1339695.0,315785.0,97211.0,107660.0,76568.0,807599.0,9352.0,16369.0,242287.0,45669.0,205007.0,21894.0,18596.0,69383.0,40931.0,132597.0,5514.0,
1994-05-01,2768272.0,800395.0,115059.0,261369.0,399353.0,24614.0,1967877.0,327220.0,1640657.0,,,2079773.0,1454507.0,306960.0,180984.0,103654.0,33668.0,688499.0,3572.0,16600.0,190576.0,50761.0,61742.0,92916.0,78942.0,112270.0,15147.0,47344.0,18629.0,
1994-06-01,4008742.0,1770964.0,215261.0,498420.0,1032229.0,25054.0,2236882.0,343298.0,1893584.0,896.0,,2569100.0,1478848.0,508445.0,254341.0,111095.0,216371.0,1439642.0,3993.0,4485.0,457153.0,13625.0,131268.0,62784.0,459110.0,224909.0,0.0,56091.0,26224.0,
1994-07-01,2404250.0,884152.0,145453.0,438401.0,263474.0,36824.0,1514693.0,200444.0,1314249.0,5405.0,,1580100.0,863701.0,316969.0,154149.0,147978.0,97303.0,824150.0,1781.0,4398.0,85385.0,20567.0,166688.0,18106.0,171979.0,284821.0,253.0,65460.0,4712.0,
1994-08-01,2797132.0,924829.0,145335.0,407045.0,284187.0,88262.0,1872000.0,337934.0,1534066.0,303.0,,1949057.0,1195253.0,315906.0,237830.0,180065.0,20003.0,848075.0,5278.0,2716.0,222446.0,101268.0,207445.0,50254.0,57055.0,86542.0,0.0,57560.0,57511.0,
1994-09-01,3147009.0,1211704.0,93836.0,299590.0,730980.0,87298.0,1932339.0,325399.0,1606940.0,2966.0,,2333719.0,1255791.0,618389.0,240705.0,82375.0,136459.0,813290.0,6165.0,2096.0,145122.0,1859.0,147900.0,95876.0,292258.0,77344.0,793.0,30653.0,13224.0,
1994-10-01,3273281.0,1345992.0,164704.0,461916.0,687044.0,32328.0,1925918.0,343385.0,1582533.0,1371.0,,2117749.0,1194703.0,558698.0,240666.0,102228.0,21454.0,1155532.0,21280.0,4337.0,623261.0,5672.0,202369.0,80773.0,69941.0,103145.0,0.0,33293.0,11461.0,
1994-11-01,3434959.0,1306148.0,200520.0,449241.0,543980.0,112407.0,2127147.0,362754.0,1764393.0,1664.0,,2434446.0,1518626.0,432151.0,273543.0,102276.0,107850.0,1000513.0,7209.0,86478.0,373685.0,18458.0,51972.0,54035.0,99424.0,259592.0,6412.0,14505.0,28743.0,
1994-12-01,8929898.0,4486383.0,1089264.0,1591208.0,1650613.0,155298.0,4443515.0,808968.0,3634547.0,,,5181667.0,2947022.0,961666.0,611951.0,329692.0,331336.0,3748231.0,50506.0,21830.0,1609865.0,119045.0,665989.0,423627.0,211838.0,504921.0,4186.0,105835.0,30589.0,
1995-01-01,1852601.0,275438.0,507.0,85913.0,91766.0,97252.0,1577163.0,334508.0,1242655.0,0.0,0.0,1475816.0,745237.0,475354.0,194386.0,60201.0,638.0,376785.0,0.0,32683.0,61707.0,2535.0,79364.0,65949.0,61712.0,52120.0,0.0,18041.0,2674.0,
1995-02-01,1691791.0,468059.0,7411.0,211476.0,212765.0,36407.0,1223732.0,311727.0,912005.0,0.0,0.0,1355070.0,672565.0,247354.0,193900.0,223338.0,17913.0,336721.0,774.0,25600.0,33501.0,7233.0,9517.0,30648.0,94654.0,26904.0,653.0,83879.0,23358.0,
1995-03-01,3323710.0,726178.0,98203.0,205630.0,355945.0,66400.0,2596279.0,1045558.0,1550721.0,1253.0,0.0,2615731.0,1100864.0,466510.0,910964.0,118022.0,19371.0,707979.0,5717.0,28935.0,214645.0,16806.0,12028.0,35584.0,152826.0,144891.0,2163.0,64977.0,29407.0,
1995-04-01,3792012.0,1049629.0,250041.0,202033.0,545661.0,51894.0,2740695.0,647703.0,2092992.0,1688.0,0.0,2753580.0,1441693.0,580939.0,500865.0,196172.0,33911.0,1038432.0,4643.0,24071.0,307885.0,59331.0,25052.0,68949.0,205730.0,100447.0,0.0,241115.0,1209.0,
1995-05-01,3763268.0,731706.0,97425.0,216345.0,263742.0,154194.0,3031562.0,636521.0,2395041.0,0.0,0.0,2977713.0,2022095.0,466535.0,307187.0,156600.0,25296.0,785555.0,21401.0,71863.0,150899.0,90182.0,11852.0,46511.0,78410.0,97628.0,0.0,189244.0,27565.0,
1995-06-01,4458884.0,1355545.0,248712.0,551351.0,484862.0,70620.0,3097946.0,625492.0,2472454.0,5393.0,0.0,3238301.0,1992977.0,661921.0,280236.0,98133.0,205034.0,1220583.0,21296.0,10289.0,456238.0,148591.0,11725.0,140603.0,45815.0,196503.0,0.0,166255.0,23268.0,
1995-07-01,4588504.0,1691795.0,206308.0,234846.0,1057323.0,193318.0,2894127.0,558778.0,2335349.0,2582.0,0.0,2917024.0,1947257.0,526425.0,185006.0,213235.0,45101.0,1671480.0,2089.0,42302.0,498710.0,31913.0,53334.0,191203.0,529091.0,153577.0,0.0,162129.0,7132.0,
1995-08-01,3365118.0,1524321.0,360737.0,265927.0,826656.0,71001.0,1839480.0,472191.0,1367289.0,1317.0,0.0,1946839.0,1056706.0,385984.0,198246.0,113619.0,192284.0,1418279.0,573.0,22995.0,478300.0,80925.0,146354.0,130393.0,237386.0,91852.0,161.0,108878.0,120462.0,
1995-09-01,3149228.0,1307662.0,226462.0,162745.0,775496.0,142959.0,1827782.0,393994.0,1433788.0,13784.0,0.0,1854754.0,1310614.0,294837.0,132681.0,103550.0,13072.0,1294474.0,1321.0,24309.0,291485.0,95483.0,112621.0,33519.0,346231.0,106069.0,214.0,171282.0,111940.0,
1995-10-01,4556306.0,1206211.0,349579.0,319373.0,467969.0,69290.0,3101119.0,483445.0,2617674.0,2356.0,246620.0,3147515.0,2223757.0,486723.0,235403.0,174210.0,27422.0,1408791.0,637.0,35422.0,620688.0,84649.0,3256.0,150759.0,96110.0,185303.0,44204.0,137443.0,50320.0,
1995-11-01,4202032.0,1355922.0,447043.0,245443.0,573503.0,89933.0,2846110.0,900599.0,1945511.0,0.0,0.0,2813464.0,1508088.0,551360.0,551260.0,130034.0,72722.0,1388568.0,7677.0,117586.0,619487.0,37007.0,17169.0,89994.0,29264.0,151832.0,2673.0,288012.0,27867.0,
1995-12-01,10281639.0,5347618.0,1519988.0,970154.0,2292704.0,564772.0,4933989.0,1701462.0,3232527.0,32.0,0.0,5446864.0,2390335.0,1125203.0,1287922.0,383407.0,259997.0,4834775.0,8257.0,25326.0,2636316.0,275238.0,195790.0,402934.0,267499.0,540898.0,39445.0,392726.0,50346.0,
1996-01-01,2555573.0,1018349.0,236975.0,88978.0,582816.0,109580.0,1537224.0,302182.0,1235042.0,0.0,0.0,1484309.0,820690.0,411873.0,173238.0,70595.0,7913.0,1071264.0,15325.0,42956.0,327634.0,71805.0,9549.0,41209.0,329889.0,102740.0,480.0,120902.0,8775.0,
1996-02-01,3249801.0,1396591.0,532000.0,194164.0,600272.0,70155.0,1813702.0,357604.0,1456098.0,0.0,39508.0,1761783.0,1101881.0,316369.0,211790.0,122591.0,9152.0,1488018.0,4146.0,35919.0,722286.0,146354.0,76574.0,38490.0,250390.0,130866.0,0.0,51614.0,31379.0,
1996-03-01,4326655.0,1604300.0,312317.0,358968.0,770783.0,162232.0,2707056.0,885049.0,1822007.0,10855.0,4444.0,2355695.0,1163131.0,511634.0,505008.0,154881.0,21041.0,1970960.0,16552.0,41195.0,857219.0,54992.0,193610.0,162106.0,82572.0,425492.0,520.0,116010.0,20692.0,
1996-04-01,4258908.0,1592335.0,151007.0,378522.0,687611.0,375195.0,2661830.0,583848.0,2077982.0,4743.0,0.0,2738006.0,1517033.0,699503.0,132585.0,340950.0,47935.0,1520902.0,6880.0,35238.0,432074.0,71508.0,270579.0,190653.0,77824.0,191262.0,0.0,236714.0,8170.0,
1996-05-01,4291835.0,1394532.0,121403.0,387891.0,612112.0,273126.0,2897086.0,731505.0,2165581.0,0.0,217.0,2831678.0,1962028.0,416898.0,150434.0,233248.0,69070.0,1460157.0,14077.0,30034.0,250847.0,38467.0,33610.0,179437.0,84322.0,453169.0,0.0,370128.0,6066.0,
1996-06-01,4855681.0,1619450.0,71732.0,444666.0,1063101.0,39951.0,3236231.0,802278.0,2433953.0,0.0,0.0,3460442.0,2384224.0,495766.0,363104.0,141046.0,76302.0,1395239.0,5829.0,5025.0,164330.0,64944.0,10335.0,113257.0,380373.0,437988.0,0.0,186735.0,26423.0,
1996-07-01,3986215.0,1798260.0,129212.0,579409.0,1008103.0,81536.0,2170910.0,465313.0,1705597.0,0.0,17045.0,2322726.0,1355857.0,472247.0,174836.0,236070.0,83716.0,1663489.0,1257.0,2610.0,693181.0,52920.0,14845.0,30407.0,144249.0,391624.0,0.0,279987.0,52409.0,
1996-08-01,5507453.0,1814412.0,230864.0,315615.0,1115936.0,151997.0,3689833.0,671576.0,3018257.0,0.0,3208.0,3669784.0,2525514.0,604744.0,401014.0,105508.0,33004.0,1837669.0,4304.0,3137.0,676935.0,116245.0,107754.0,39990.0,312029.0,223296.0,2629.0,252785.0,98565.0,
1996-09-01,3554601.0,1388514.0,132395.0,295107.0,804262.0,156750.0,2164283.0,711217.0,1453066.0,1804.0,0.0,2186647.0,1103580.0,366427.0,294754.0,383826.0,38060.0,1367954.0,2213.0,26879.0,314888.0,33070.0,86869.0,167946.0,305307.0,94761.0,1178.0,304208.0,30635.0,
1996-10-01,3789986.0,1688928.0,248432.0,437441.0,896133.0,106922.0,2096854.0,417876.0,1678978.0,4204.0,0.0,2049112.0,1436005.0,301880.0,164394.0,86174.0,60659.0,1740874.0,8949.0,42823.0,784866.0,45609.0,161557.0,145188.0,106736.0,193051.0,12043.0,221442.0,18610.0,
1996-11-01,6240910.0,2643606.0,424525.0,549901.0,919292.0,749888.0,3403593.0,649925.0,2753668.0,0.0,193711.0,3880234.0,1874775.0,821121.0,150090.0,615535.0,418713.0,2360676.0,5004.0,97324.0,965192.0,463888.0,110293.0,124061.0,141130.0,252290.0,39.0,165348.0,36107.0,
1996-12-01,12917344.0,6690689.0,1969480.0,1695357.0,2661957.0,363895.0,6205736.0,773456.0,5432280.0,0.0,20919.0,6765539.0,3817527.0,1835319.0,561366.0,353641.0,197686.0,6151805.0,44733.0,44197.0,3866289.0,284542.0,586217.0,363886.0,286014.0,466181.0,4761.0,198563.0,6422.0,
1997-01-01,2630388.0,1126697.0,537252.0,163156.0,320830.0,105459.0,1493483.0,437653.0,1055830.0,0.0,10208.0,1549157.0,412531.0,398617.0,523668.0,64645.0,149696.0,1081231.0,342.0,4519.0,659750.0,34355.0,61661.0,29088.0,120816.0,132394.0,0.0,36602.0,1704.0,
1997-02-01,4450641.0,1895539.0,624204.0,527515.0,599439.0,144381.0,2555082.0,786163.0,1768919.0,20.0,0.0,2610229.0,1232144.0,590650.0,635885.0,109276.0,42274.0,1840412.0,5258.0,64654.0,748139.0,68841.0,197172.0,51430.0,178498.0,96176.0,2856.0,425959.0,1429.0,
1997-03-01,6597689.0,3070093.0,563522.0,916721.0,1320428.0,269422.0,3460918.0,617977.0,2842941.0,1627.0,65051.0,3275211.0,1587904.0,1134838.0,287976.0,196756.0,67737.0,3322478.0,4378.0,47915.0,877410.0,208937.0,488471.0,352035.0,652177.0,486338.0,0.0,165381.0,39436.0,
1997-04-01,5926075.0,2176728.0,156950.0,359819.0,1436782.0,223177.0,3451754.0,652496.0,2799258.0,19990.0,277603.0,3364202.0,1828809.0,930537.0,424932.0,122156.0,57768.0,2561873.0,9178.0,11605.0,1354358.0,168874.0,19611.0,117802.0,172659.0,392316.0,22065.0,150730.0,142675.0,
1997-05-01,4421825.0,1425171.0,110408.0,418566.0,768243.0,127954.0,2639786.0,436176.0,2203610.0,341.0,356527.0,2733344.0,1269952.0,803215.0,239657.0,279102.0,141418.0,1688481.0,4062.0,26310.0,759202.0,75230.0,97918.0,63553.0,104843.0,294845.0,0.0,251441.0,11077.0,
1997-06-01,7118588.0,1487781.0,174778.0,557075.0,566168.0,189760.0,4436455.0,582560.0,3853895.0,27098.0,1167254.0,4402303.0,3032932.0,548661.0,222755.0,450216.0,147739.0,2716285.0,9070.0,22843.0,290188.0,1065971.0,215633.0,46535.0,65112.0,797203.0,0.0,164600.0,39130.0,
1997-07-01,3841977.0,1336225.0,229575.0,645841.0,398911.0,61898.0,2185788.0,360745.0,1825043.0,0.0,319964.0,2289246.0,1306457.0,586518.0,131041.0,189623.0,75607.0,1552731.0,12162.0,5515.0,232312.0,381209.0,239416.0,97715.0,138451.0,288029.0,209.0,124597.0,33116.0,
1997-08-01,3742713.0,1485841.0,416160.0,383392.0,540669.0,145620.0,2024731.0,341763.0,1682968.0,181.0,231960.0,2212248.0,1485555.0,286814.0,205759.0,139193.0,94927.0,1530465.0,979.0,10006.0,541166.0,372583.0,161238.0,50364.0,106019.0,150311.0,10759.0,103026.0,24014.0,
1997-09-01,4992949.0,1846377.0,383478.0,586125.0,667422.0,209352.0,2914278.0,457474.0,2456804.0,21402.0,210892.0,3107571.0,1936600.0,591826.0,278915.0,201344.0,98886.0,1885378.0,30151.0,136368.0,700985.0,264774.0,244169.0,240279.0,50210.0,90782.0,9366.0,114419.0,3875.0,
1997-10-01,5750818.0,2320593.0,709696.0,377055.0,1023552.0,210290.0,3355236.0,293908.0,3061328.0,0.0,74989.0,3990382.0,2750806.0,405502.0,304101.0,296732.0,233241.0,1760436.0,12449.0,62144.0,777523.0,155200.0,151937.0,126401.0,130624.0,118570.0,0.0,187982.0,37606.0,
1997-11-01,4811573.0,2333265.0,699196.0,524334.0,944750.0,164985.0,2273761.0,235514.0,2038247.0,0.0,204547.0,2901567.0,1973767.0,441477.0,172360.0,172018.0,141945.0,1910006.0,13047.0,118935.0,785136.0,139177.0,116697.0,202367.0,171365.0,187197.0,32436.0,84687.0,58962.0,
1997-12-01,8436273.0,6015385.0,1899490.0,1773021.0,1779577.0,563297.0,1756925.0,241399.0,1515526.0,816.0,663147.0,2632769.0,1390990.0,495431.0,125306.0,365722.0,255320.0,5803504.0,27771.0,79575.0,3298425.0,649992.0,929281.0,315936.0,115091.0,184602.0,13820.0,122336.0,66675.0,
1998-01-01,2104366.0,938591.0,433238.0,206126.0,251460.0,47767.0,1159546.0,132452.0,1027094.0,0.0,6229.0,929534.0,631121.0,173322.0,58299.0,36228.0,30564.0,1174832.0,0.0,0.0,619738.0,3696.0,13935.0,113058.0,111824.0,85699.0,13770.0,125160.0,87952.0,
1998-02-01,3671601.0,1810672.0,791521.0,260826.0,662355.0,95970.0,1857398.0,63946.0,1793452.0,2747.0,784.0,1954471.0,1569180.0,152711.0,21991.0,100608.0,109981.0,1717130.0,330.0,72510.0,1132369.0,22231.0,27070.0,185741.0,103103.0,59930.0,28119.0,43412.0,42315.0,
1998-03-01,4705449.0,2670422.0,543255.0,546698.0,1307888.0,272581.0,1415061.0,161357.0,1253704.0,18801.0,601165.0,1458323.0,1045518.0,150694.0,33252.0,208684.0,20175.0,3247126.0,15871.0,142386.0,2268971.0,173181.0,145407.0,185474.0,39999.0,175292.0,0.0,68726.0,31819.0,
1998-04-01,2454252.0,786722.0,94635.0,362175.0,236147.0,93765.0,1644911.0,106226.0,1538685.0,22619.0,0.0,1772308.0,1267859.0,219601.0,73119.0,109484.0,102245.0,681944.0,4832.0,15017.0,299859.0,22771.0,53971.0,93388.0,52064.0,86663.0,191.0,29614.0,23574.0,
1998-05-01,1696733.0,1125362.0,248916.0,391483.0,291656.0,193307.0,565567.0,135580.0,429987.0,5804.0,0.0,830014.0,209955.0,348984.0,94775.0,107661.0,68639.0,866719.0,874.0,16058.0,304638.0,27769.0,188772.0,136947.0,78388.0,45935.0,518.0,56888.0,9932.0,
1998-06-01,3992848.0,2477389.0,356522.0,479571.0,1017005.0,624291.0,1509922.0,149393.0,1360529.0,5537.0,0.0,1741410.0,1260361.0,116810.0,89560.0,188155.0,86524.0,2251438.0,7498.0,35359.0,1081785.0,71858.0,699720.0,47060.0,170938.0,21928.0,3554.0,97285.0,14453.0,
1998-07-01,2265465.0,1524723.0,343271.0,399442.0,581374.0,200636.0,725317.0,50699.0,674618.0,5972.0,9453.0,1022654.0,649816.0,191734.0,31816.0,99814.0,49474.0,1242811.0,9302.0,15268.0,683957.0,15578.0,92172.0,76505.0,233188.0,74664.0,1622.0,38310.0,2245.0,
1998-08-01,2198483.0,1239727.0,445871.0,403073.0,265082.0,125701.0,928851.0,169185.0,759666.0,29905.0,0.0,907359.0,572430.0,115480.0,31663.0,110495.0,77291.0,1291124.0,1135.0,5685.0,621373.0,28784.0,198673.0,110440.0,63068.0,109806.0,0.0,143306.0,8854.0,
